LotNo=8J208472500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1738,2.3065,3.211,46.8,2.3412,1032.05,872.24,453.53,441.96,19.89,3.211,872.24,453.53,139,145,2.3296,1.7777,1.6714,2.0429,2.8245,456.1,0.1454,18.34,2.9753,2.9815,1.6714,872.24,453.53,441.96,0.5183,21.37,3.211,46.8,46.8,2.3412,2.3412,40.24,46.52,34.36,61.68,69.64,62.3,47.43,59.23,54.36
1739,1.599,2.9026,29.5,2.5844,858.28,1050.15,447.83,450.06,19.12,2.9026,1050.15,447.83,140,145,2.1035,1.5191,2.3215,1.648,0.2667,455.37,1.8613,19.68,1.6808,1.0321,2.3215,1050.15,447.83,450.06,1.7875,19.68,2.9026,29.5,29.5,2.5844,2.5844,61.4,32.46,52.94,53.71,37.02,65.58,66.06,67.77,61.51
1740,2.3191,3.2339,18.7,1.3978,1362.6,869.5,448.13,457.19,21.96,3.2339,869.5,448.13,141,145,2.1751,2.3564,2.081,1.9537,2.7267,453.85,2.8611,20.92,0.8554,2.3037,2.081,869.5,448.13,457.19,1.0116,19.07,3.2339,18.7,18.7,1.3978,1.3978,71.34,45.84,41.75,78.28,42.27,30.06,57.34,64.16,71.39
1741,2.1804,3.0338,43.1,0.6612,1046.83,1473.4,454.19,447.43,20.82,3.0338,1473.4,454.19,142,145,1.722,1.5414,2.0161,2.2269,1.7717,446.08,2.7333,19.36,0.7405,1.8567,2.0161,1473.4,454.19,447.43,1.208,21.82,3.0338,43.1,43.1,0.6612,0.6612,66.74,36.59,56.95,53.35,45.91,39.63,36.29,36.93,68.16
1742,2.3486,3.4102,36.6,0.3346,894.95,1150.61,442.13,440.73,19.42,3.4102,1150.61,442.13,143,145,2.4081,2.0023,1.7966,2.142,1.2297,440.23,0.3671,20.6,1.2784,1.0898,1.7966,1150.61,442.13,440.73,1.3417,18.72,3.4102,36.6,36.6,0.3346,0.3346,61.72,38.46,66.87,47.88,58.73,47.83,54.31,61.15,38.14
1743,2.1356,3.3685,35.1,2.6707,1262.51,1165.14,452.87,444.64,21.33,3.3685,1165.14,452.87,144,145,2.2552,1.6958,1.8335,1.8563,1.7778,447.6,0.3138,20.81,1.0651,1.7157,1.8335,1165.14,452.87,444.64,1.1212,18.88,3.3685,35.1,35.1,2.6707,2.6707,31.47,59.03,46.67,60.3,78.51,47.99,71.82,56.59,40.6
1744,1.7728,3.2636,30.2,1.5373,994.84,1031.35,452.54,446.66,21.67,3.2636,1031.35,452.54,145,145,2.1395,1.9904,2.2853,1.5638,2.6547,452.56,1.409,18.11,1.3162,0.769,2.2853,1031.35,452.54,446.66,0.7836,18.62,3.2636,30.2,30.2,1.5373,1.5373,35.96,58.62,38.74,60.98,73.77,31.27,68.6,78.76,53.3
1745,1.5448,3.0391,28.5,1.8708,802.71,1307.87,453.34,440.2,20.25,3.0391,1307.87,453.34,146,145,1.6002,1.6771,1.836,2.1686,2.6474,445.94,2.5395,21.05,0.3378,0.1837,1.836,1307.87,453.34,440.2,1.7842,20.7,3.0391,28.5,28.5,1.8708,1.8708,55.89,52.09,60.67,74.72,39.72,39.69,76.36,37.22,79.78
1746,2.1217,2.9702,11.8,2.6,885.62,1395.64,451.3,452.49,19.24,2.9702,1395.64,451.3,147,145,1.9605,2.3924,1.736,1.8389,0.4377,459.1,1.7264,19.06,2.7798,0.18,1.736,1395.64,451.3,452.49,1.6461,21.11,2.9702,11.8,11.8,2.6,2.6,50.2,51.36,78.25,33.23,46.7,44.99,64.97,58.74,53.58
1747,2.3627,3.482,47.6,0.3833,848.92,1014.05,442.51,449.06,19.93,3.482,1014.05,442.51,148,145,1.8919,1.8869,1.6917,1.9976,1.7998,443.53,0.7795,21.64,2.2213,1.478,1.6917,1014.05,442.51,449.06,1.7072,21.44,3.482,47.6,47.6,0.3833,0.3833,44.85,74.39,32.56,42.83,62.62,54.85,42.92,40.02,54.83
1748,1.9036,3.194,39.9,2.6325,1454.92,830.14,455.63,455.93,19.49,3.194,830.14,455.63,149,145,1.7231,1.6278,1.7391,2.2329,1.5919,454.53,0.6287,21.06,2.7362,1.6708,1.7391,830.14,455.63,455.93,2.5939,19.15,3.194,39.9,39.9,2.6325,2.6325,48.77,46.47,56.31,61.7,69.23,51.05,54.01,53.82,40.2
1749,2.2063,3.2571,25.2,0.8655,1496.2,1340.34,441.26,444.07,18.42,3.2571,1340.34,441.26,150,145,1.966,2.3945,2.1583,2.0343,0.2418,450.06,1.4779,21.75,2.6313,2.7309,2.1583,1340.34,441.26,444.07,1.8637,19.19,3.2571,25.2,25.2,0.8655,0.8655,68.14,78.01,56.24,34.69,72.12,64.15,54.13,49.96,63.78
1750,2.2631,3.4517,27.1,1.4268,896.4,1384.21,444.56,457.26,19.05,3.4517,1384.21,444.56,151,145,2.1584,1.6585,2.1007,1.9804,2.6639,451.93,1.9444,21.61,0.4262,1.9827,2.1007,1384.21,444.56,457.26,1.1637,20.75,3.4517,27.1,27.1,1.4268,1.4268,54.47,66.5,71.5,37.46,66.16,71.92,58.59,70.18,55.9
1751,2.3847,3.03,25.7,0.4997,1016.99,1246.53,453.3,454.87,18.9,3.03,1246.53,453.3,152,145,1.7242,2.2547,2.4533,1.5724,2.4648,440.59,2.7938,20.84,1.5134,1.6105,2.4533,1246.53,453.3,454.87,2.4627,21.92,3.03,25.7,25.7,0.4997,0.4997,52.34,74.94,47.57,49.48,41.11,53.91,72.28,60.54,55.76
1752,1.7297,2.8109,13.2,0.952,1169.16,1082.81,454.65,453.57,18.3,2.8109,1082.81,454.65,153,145,2.1699,1.8286,2.3401,2.3908,0.3676,453.61,0.1456,21.14,1.7114,2.9543,2.3401,1082.81,454.65,453.57,2.9135,18.21,2.8109,13.2,13.2,0.952,0.952,64.04,71.19,54.26,66.2,70.21,56.64,39.73,30.95,30.23
1753,1.7619,3.2048,23.5,1.731,1251.38,816.2,450.17,451.01,18.61,3.2048,816.2,450.17,103,146,2.0651,1.6441,2.05,1.5961,2.2871,447.8,2.7785,20.47,1.0015,1.0856,2.05,816.2,450.17,451.01,2.5536,19.9,3.2048,23.5,23.5,1.731,1.731,32.92,62.66,73.98,78.23,42.27,31.57,66.18,52.44,54.07
1754,2.1451,2.8735,26.6,1.5426,1153.58,1021.78,453.01,449.14,18.06,2.8735,1021.78,453.01,104,146,2.4029,2.3387,2.0262,1.5624,2.3857,452.12,0.3214,18.53,1.2302,0.7401,2.0262,1021.78,453.01,449.14,2.465,20.42,2.8735,26.6,26.6,1.5426,1.5426,32.74,63.7,35.64,75,71.45,79.65,37.18,34.48,46.02
1755,1.995,2.8674,42.8,1.5435,993.57,818.59,456.46,458.16,19.21,2.8674,818.59,456.46,105,146,1.9986,1.9626,2.4418,1.8975,1.7691,458.29,2.0199,20.88,1.0185,2.1874,2.4418,818.59,456.46,458.16,1.3417,19.06,2.8674,42.8,42.8,1.5435,1.5435,68.25,36.43,43.84,47.26,62.14,63.58,45.41,52.88,34.61
1756,1.7364,2.8084,33.3,2.1801,1362.07,891.51,449.8,453.55,19.15,2.8084,891.51,449.8,106,146,1.9953,1.7768,2.4806,2.2419,1.2233,443.35,0.5097,19.27,1.6493,1.2565,2.4806,891.51,449.8,453.55,2.0514,20.89,2.8084,33.3,33.3,2.1801,2.1801,37.58,61.68,31.85,58.35,40.23,47.92,72.28,33.79,32.85
1757,1.9032,2.9433,21.6,1.0591,992.86,1171.62,459.9,446.58,18.89,2.9433,1171.62,459.9,107,146,1.9827,2.1187,2.2185,1.9468,2.4987,449.4,1.9486,20.36,1.1547,2.6722,2.2185,1171.62,459.9,446.58,2.0217,21.29,2.9433,21.6,21.6,1.0591,1.0591,49.21,60.36,69.1,74.54,76.86,36.73,40.64,37.08,59.1
1758,1.8717,3.1754,43.7,2.9759,1487.9,1404.03,440.42,447.26,18.1,3.1754,1404.03,440.42,108,146,1.7188,2.4075,1.7316,2.3572,0.3484,457.99,0.1593,18.2,2.469,1.2402,1.7316,1404.03,440.42,447.26,1.8294,20.89,3.1754,43.7,43.7,2.9759,2.9759,65.34,45.28,53.14,79.35,64.26,71.77,72.35,68.19,34.74
1759,1.522,3.4088,45,1.0933,1009.97,853.71,445.93,451.32,20.68,3.4088,853.71,445.93,109,146,1.6732,1.6576,2.0647,2.198,1.3396,454.6,0.1962,19.76,2.846,2.3289,2.0647,853.71,445.93,451.32,0.8565,19.8,3.4088,45,45,1.0933,1.0933,79.65,52.82,49.48,66.43,62.38,73.32,60.17,71.59,42.76
1760,2.4708,2.8916,31.9,2.2473,1348.85,1486.41,453.24,458.17,21.2,2.8916,1486.41,453.24,110,146,2.1697,1.9374,1.6768,2.1554,1.2038,458.76,1.3695,18.72,1.1141,0.2847,1.6768,1486.41,453.24,458.17,1.7931,18.85,2.8916,31.9,31.9,2.2473,2.2473,78.55,55.39,74.83,41.37,46.69,36.53,41.88,45.53,74.93
1761,1.6545,3.0418,26.6,0.1562,925.92,1237.38,446.84,450.76,18.83,3.0418,1237.38,446.84,111,146,2.1544,2.1387,2.4993,2.0784,0.735,459.14,2.0885,20.02,0.6943,1.895,2.4993,1237.38,446.84,450.76,1.2843,19.86,3.0418,26.6,26.6,0.1562,0.1562,79.7,35.57,68.53,48.04,44.75,35.54,33.05,58.34,71.24
1762,1.9261,2.832,18.8,0.8464,985.46,1250.08,445.75,459.46,21.27,2.832,1250.08,445.75,112,146,2.3323,1.6115,1.6814,2.2723,0.6617,456.99,1.5263,21.69,1.6647,0.813,1.6814,1250.08,445.75,459.46,2.6072,18.75,2.832,18.8,18.8,0.8464,0.8464,52.61,71.5,42.34,78.83,39.6,52.59,72.33,73.69,56.37
1763,2.4472,3.2579,47.3,2.3981,1462.47,1266.12,451.32,448.74,20.25,3.2579,1266.12,451.32,113,146,1.6405,1.5837,2.109,1.6533,2.2452,444.97,1.6072,19.23,2.9798,0.3368,2.109,1266.12,451.32,448.74,0.7039,22,3.2579,47.3,47.3,2.3981,2.3981,47.03,65.68,53.17,32.33,58.19,54.56,68.51,32.65,51.59
1764,2.2161,2.8337,17.3,2.8136,1053.63,1260.72,450.61,450.64,19.08,2.8337,1260.72,450.61,114,146,2.3612,2.3794,1.8121,2.0207,0.9671,444.51,1.7266,18.69,0.882,2.8547,1.8121,1260.72,450.61,450.64,1.3655,19.43,2.8337,17.3,17.3,2.8136,2.8136,60.9,66.1,40.72,63.18,54.92,37.65,72.76,78.89,39.11
1765,1.8018,3.2926,28,2.7715,981.55,1188.85,447.09,453.27,20.07,3.2926,1188.85,447.09,115,146,2.0834,1.9941,2.4596,2.4791,2.003,456.69,2.3621,18.1,1.9517,1.595,2.4596,1188.85,447.09,453.27,1.4098,19.41,3.2926,28,28,2.7715,2.7715,75.48,56.8,32.26,35,50.23,46.73,67.49,62.55,79.16
1766,1.7417,3.459,23.9,1.0158,1001.16,800.28,447.28,448.76,20.26,3.459,800.28,447.28,116,146,2.2733,2.2762,1.7209,2.3558,0.5935,458.87,0.8903,18.25,2.0061,2.8248,1.7209,800.28,447.28,448.76,1.3124,20.31,3.459,23.9,23.9,1.0158,1.0158,37.73,70.28,73.11,35.74,58.49,57.86,76.07,48.41,51.18
1767,2.4503,3.3254,17.2,1.9709,801.34,818.73,443.56,449.19,19.86,3.3254,818.73,443.56,117,146,2.4531,1.6135,2.1069,1.7442,2.1291,446.1,1.6184,20.24,2.3602,1.028,2.1069,818.73,443.56,449.19,2.1047,20.54,3.3254,17.2,17.2,1.9709,1.9709,57.53,77.59,48.59,58.51,40.67,71.48,34.46,49.92,57.92
1768,2.4908,3.3894,15.7,2.5669,1233.91,936.65,440.12,455.88,21.94,3.3894,936.65,440.12,118,146,2.1378,2.0308,1.6946,2.4702,2.7555,445.14,0.3566,20.53,1.9246,2.8541,1.6946,936.65,440.12,455.88,2.0483,21.15,3.3894,15.7,15.7,2.5669,2.5669,32.9,35.55,36.33,74.09,78.31,70.17,48.94,37.39,34.88
1769,1.9144,3.4106,32.2,0.0228,1251.72,901.24,455.86,445.65,18.21,3.4106,901.24,455.86,119,146,1.695,1.9029,1.5724,2.3533,1.1779,451.35,1.9471,20.49,2.4638,1.7544,1.5724,901.24,455.86,445.65,1.1487,19.31,3.4106,32.2,32.2,0.0228,0.0228,37.28,39.1,75.04,31.65,72.92,44.56,64.76,69.09,71.5
1770,2.4224,3.0427,29.5,1.4955,1229.14,815.4,440.88,442.32,21.4,3.0427,815.4,440.88,120,146,1.571,2.4342,2.3166,2.1637,0.0858,443.62,0.3291,21.4,2.5683,1.8437,2.3166,815.4,440.88,442.32,1.1839,19.23,3.0427,29.5,29.5,1.4955,1.4955,39.09,54.87,34.49,33.27,60.29,50.02,55.94,42.72,62.5
1771,2.2309,3.3242,45.9,1.3272,1057.99,1469.31,457.86,450.03,18.64,3.3242,1469.31,457.86,121,146,2.076,1.6802,1.8062,1.9676,0.5116,445.91,2.3318,20.68,1.4923,1.8797,1.8062,1469.31,457.86,450.03,1.2067,20.47,3.3242,45.9,45.9,1.3272,1.3272,59.4,37.47,52.84,76.89,64.95,58.12,52.62,30.73,57.89
1772,2.106,3.1447,41.6,2.6479,1280.18,1389.84,452.2,457.66,21.59,3.1447,1389.84,452.2,122,146,1.7902,2.4547,1.5432,2.4384,2.5043,457.77,0.0534,19.94,2.3669,0.3051,1.5432,1389.84,452.2,457.66,2.725,18.51,3.1447,41.6,41.6,2.6479,2.6479,65.27,78.74,65.12,30.19,73.2,41.2,76.49,57.71,43.93
1773,1.721,2.8199,30.9,2.6574,1359.84,1284.73,452.87,441.38,20.44,2.8199,1284.73,452.87,123,146,2.4714,1.8212,1.595,1.622,2.7599,457.38,1.984,19.48,0.2532,1.6395,1.595,1284.73,452.87,441.38,1.2382,19.18,2.8199,30.9,30.9,2.6574,2.6574,37.07,56.99,75.22,53.31,77.81,32.49,42.61,59.62,70.77
1774,1.8443,3.3714,19.8,1.6458,1189.91,1088.04,456.84,455.84,19.33,3.3714,1088.04,456.84,124,146,2.1643,2.0887,2.1878,2.2494,0.8767,451.08,1.9235,21.93,2.0145,1.3343,2.1878,1088.04,456.84,455.84,1.9684,18.22,3.3714,19.8,19.8,1.6458,1.6458,75.39,54.65,52.63,59.93,63.16,48.23,72.66,76.02,71.8
1775,2.1126,2.8183,25.4,0.8566,1460.34,936.1,455.66,452.53,18.09,2.8183,936.1,455.66,125,146,1.9678,1.7473,1.5368,2.413,2.9432,450.28,2.5048,21.44,2.4263,2.5167,1.5368,936.1,455.66,452.53,1.5822,20.34,2.8183,25.4,25.4,0.8566,0.8566,55.6,49.32,32.24,38.66,65.18,30.13,47.17,78.22,38.26
1776,1.8271,3.3119,36,1.8419,1131.7,1176.66,445.69,446.68,19.84,3.3119,1176.66,445.69,126,146,2.2998,1.5987,2.3879,2.0469,1.9011,445.19,0.1545,18.75,2.953,1.7226,2.3879,1176.66,445.69,446.68,1.5772,20.84,3.3119,36,36,1.8419,1.8419,77.36,78.95,63.55,51.93,35.78,41.07,40.27,53.94,49.36
1777,1.8398,3.4937,31,1.3664,1293.46,1256.92,449.61,453.6,19.36,3.4937,1256.92,449.61,127,146,1.7353,1.928,2.0226,2.4908,1.0961,445.16,2.3436,20.76,0.9693,1.1463,2.0226,1256.92,449.61,453.6,1.6377,19.74,3.4937,31,31,1.3664,1.3664,74.95,74.96,49.88,48.91,55.51,44.04,48.47,49.56,63.11
1778,1.6695,2.8107,19.6,2.5317,995.08,1499.21,458.61,447.23,20.6,2.8107,1499.21,458.61,128,146,1.9661,1.5331,2.4421,2.4199,0.3461,456.46,1.7487,21.44,2.9064,0.1912,2.4421,1499.21,458.61,447.23,1.6175,19.33,2.8107,19.6,19.6,2.5317,2.5317,36.08,42.81,59.84,57.81,74.66,45.21,68.26,54.22,34.23
1779,1.811,3.2375,41.6,1.6753,1494.88,1208.18,455.38,451.8,21.5,3.2375,1208.18,455.38,129,146,1.8538,1.8655,2.0286,2.233,0.2155,448.9,2.1814,18.2,2.5264,1.4134,2.0286,1208.18,455.38,451.8,2.3494,19.49,3.2375,41.6,41.6,1.6753,1.6753,39.88,74.6,49.27,77.27,44.05,39.97,45.51,78.48,44.1
1780,2.3496,3.2134,45,0.016,1297.38,1098.68,456.59,454.66,20.96,3.2134,1098.68,456.59,130,146,1.5906,1.6155,2.4983,2.3082,1.1136,440.82,0.063,21.23,1.4154,0.3812,2.4983,1098.68,456.59,454.66,2.041,21.5,3.2134,45,45,0.016,0.016,32.78,55.36,52.83,64.77,42.9,49.03,73.15,57.94,54.65
1781,2.2914,3.1465,32.9,2.4773,861.89,1166.56,447.61,449.39,20.8,3.1465,1166.56,447.61,131,146,2.4748,1.7193,1.9076,2.2553,2.2395,459.61,0.7157,19.25,0.6398,0.1611,1.9076,1166.56,447.61,449.39,1.789,21.91,3.1465,32.9,32.9,2.4773,2.4773,62.92,75.06,79.19,48.35,55.2,53.02,42.61,36.62,49.68
1782,1.6382,3.1278,33.9,1.0246,810.68,1366.23,452.38,441.37,21.01,3.1278,1366.23,452.38,132,146,2.3252,2.1361,1.541,2.2117,1.8101,444.21,2.8042,20.95,2.5969,1.4071,1.541,1366.23,452.38,441.37,1.5486,20.47,3.1278,33.9,33.9,1.0246,1.0246,57.98,70.78,60.15,60.84,75.32,51.96,31.36,39.89,55.1
1783,1.8208,3.4276,36.2,1.351,1200.99,1033.62,441.07,444.1,18.4,3.4276,1033.62,441.07,133,146,2.3711,1.9202,1.6372,2.4592,0.3169,450.09,2.3725,19.48,1.8791,0.4224,1.6372,1033.62,441.07,444.1,2.779,21.45,3.4276,36.2,36.2,1.351,1.351,40.48,66.3,76.73,58.46,56.42,41.12,70.64,40.5,41.61
1784,2.1076,3.1798,28.5,0.4177,954.07,852.09,445.15,445.86,19.06,3.1798,852.09,445.15,134,146,1.8898,1.6607,1.6998,2.4155,2.5943,452.7,0.2094,20.02,2.4045,1.9202,1.6998,852.09,445.15,445.86,1.2273,19.83,3.1798,28.5,28.5,0.4177,0.4177,78.88,71.3,75.89,43.81,42.34,55.03,44.82,31.43,75.65
1785,1.6625,3.1028,21.9,1.4054,1117.05,1351.5,443.06,455.23,19.47,3.1028,1351.5,443.06,135,146,2.2153,1.7924,2.0179,2.0574,0.2499,456.86,2.2431,19.01,2.7882,0.8918,2.0179,1351.5,443.06,455.23,1.1806,21.91,3.1028,21.9,21.9,1.4054,1.4054,53.07,48.29,38.59,62.36,68.8,49.54,51.91,74.21,51.37
1786,1.6283,3.1473,12.2,1.5012,1157.94,1161.88,450.19,458.55,18.46,3.1473,1161.88,450.19,136,146,1.6363,1.8827,1.7011,1.5301,0.1366,453.39,1.2082,18.19,1.9139,1.3854,1.7011,1161.88,450.19,458.55,1.3913,21.25,3.1473,12.2,12.2,1.5012,1.5012,63.26,52.26,69.57,48.51,50.21,65.58,39.93,76.12,76.65
1787,2.4349,3.1295,45.6,1.2362,1157.48,806.44,441.97,451.95,21.43,3.1295,806.44,441.97,137,146,1.645,1.6446,1.888,1.5804,0.9353,451.69,0.6174,21.98,1.4726,0.1733,1.888,806.44,441.97,451.95,2.4028,18.05,3.1295,45.6,45.6,1.2362,1.2362,47.88,67.94,78.86,40.65,32.07,68.23,49.27,53.21,35.02
1788,1.7026,3.4447,33.9,1.8063,1048.77,975.48,450.2,443.79,18.81,3.4447,975.48,450.2,138,146,2.396,1.93,1.8332,1.7105,0.2458,458.19,1.9134,21.52,0.6663,1.2477,1.8332,975.48,450.2,443.79,2.9531,20.5,3.4447,33.9,33.9,1.8063,1.8063,67.16,68.63,54.55,59.49,64.3,74.55,79.39,58.2,50.21
1789,1.7673,3.3686,32.9,0.566,1274.82,1106.51,452.76,450.83,20.29,3.3686,1106.51,452.76,139,146,2.1529,1.7424,1.9131,2.181,1.3477,459.44,1.7506,19.72,0.5634,0.1954,1.9131,1106.51,452.76,450.83,1.1935,19.51,3.3686,32.9,32.9,0.566,0.566,30.12,44.91,66.61,69.36,47.01,76.72,62.1,52.33,34.9
1790,2.0857,3.1357,19.8,1.0484,1041.16,1042.69,455.04,453.62,20.78,3.1357,1042.69,455.04,140,146,2.3277,1.8529,1.8762,1.6925,2.5124,441.73,2.9171,19.44,2.152,0.3751,1.8762,1042.69,455.04,453.62,1.4773,20.84,3.1357,19.8,19.8,1.0484,1.0484,67.68,54.74,38.23,31.84,69.96,39.33,57.3,38.73,74.13
1791,1.7999,3.2202,23.8,1.8664,983.32,927.97,441.77,451.14,21.83,3.2202,927.97,441.77,141,146,2.2654,2.3737,1.8696,2.0018,1.768,445.12,2.4572,20.45,2.7807,1.5316,1.8696,927.97,441.77,451.14,2.2958,19.59,3.2202,23.8,23.8,1.8664,1.8664,68.19,78.31,63.77,58.3,62.37,57.02,70.88,45.26,32.79
1792,1.5653,3.4202,39.8,1.4817,1095.35,1090.24,444.94,451.49,21.94,3.4202,1090.24,444.94,142,146,1.5144,2.2313,1.9807,1.943,1.6599,443.26,2.8567,19.34,2.2497,0.6958,1.9807,1090.24,444.94,451.49,1.1029,20.15,3.4202,39.8,39.8,1.4817,1.4817,36.11,37.18,49.5,68.64,45.59,75.23,45.79,69.79,49.73
1793,2.0837,3.4674,29.4,1.0519,1364.41,826.66,450.32,455.98,20.76,3.4674,826.66,450.32,143,146,2.2542,2.1874,1.8345,1.5382,1.4569,459.63,1.0281,18.26,1.0412,2.4867,1.8345,826.66,450.32,455.98,0.6717,19.64,3.4674,29.4,29.4,1.0519,1.0519,37.86,40.8,38.59,75.46,60.24,53.2,58.61,73.37,40.48
1794,2.344,3.3039,11.5,1.6298,1043.66,1404.39,458.36,441.25,19.47,3.3039,1404.39,458.36,144,146,1.9546,2.1499,1.6024,1.7016,1.0585,447.98,0.1338,21.21,0.1042,0.918,1.6024,1404.39,458.36,441.25,2.1117,18.15,3.3039,11.5,11.5,1.6298,1.6298,32.88,47.31,54.31,54.74,49.91,77.02,69.21,61.4,53.4
1795,1.8265,3.1665,18.5,0.1209,1166.62,1008.08,456.4,455.44,18.66,3.1665,1008.08,456.4,145,146,2.185,2.0819,1.932,2.2552,2.1434,456.91,1.3859,18.28,2.3722,1.4493,1.932,1008.08,456.4,455.44,1.3185,18.99,3.1665,18.5,18.5,0.1209,0.1209,63.38,31.08,38.16,57.23,52.67,56.21,69.77,62.1,45.52
1796,2.3417,3.2453,20.1,0.2361,1280.93,835.47,451.69,447.29,20.56,3.2453,835.47,451.69,146,146,2.0274,2.4894,1.9186,2.2943,0.3445,458.18,0.0146,19.27,0.1002,1.1941,1.9186,835.47,451.69,447.29,1.8884,19.35,3.2453,20.1,20.1,0.2361,0.2361,56.63,69.92,30.19,55.29,65.58,75.87,57.17,58.88,77.92
1797,1.5786,3.0951,46.7,1.7195,1111.36,1481.99,453.82,459.94,18.64,3.0951,1481.99,453.82,147,146,2.2202,1.7754,2.1641,2.1653,1.5232,457.42,0.2987,21.87,1.7767,2.8257,2.1641,1481.99,453.82,459.94,2.1047,19.03,3.0951,46.7,46.7,1.7195,1.7195,65.48,52.2,32.15,57.91,63.69,55.83,42,39.6,75.92
1798,1.9597,3.4702,28.5,1.8362,1050,1307.03,456.37,446.11,20.56,3.4702,1307.03,456.37,148,146,1.5989,1.5087,1.5756,2.1303,0.9453,444.41,0.6559,19.65,2.4205,1.5548,1.5756,1307.03,456.37,446.11,1.0882,18.26,3.4702,28.5,28.5,1.8362,1.8362,43.68,64.86,62.16,77.29,79.08,70.23,57.89,64.47,76.18
1799,1.5586,3.1592,49.5,1.5242,1370.32,1201.46,457.31,440.34,18.03,3.1592,1201.46,457.31,149,146,1.5282,1.9323,2.4958,1.6816,1.3504,449.75,1.5817,19,0.0907,0.0316,2.4958,1201.46,457.31,440.34,2.0179,20.4,3.1592,49.5,49.5,1.5242,1.5242,44.86,60.18,56.72,45.54,37.6,64.86,30.71,75.88,70.54
1800,2.0991,3.2337,13.8,1.3732,884.43,1037.37,459.2,447.33,18.29,3.2337,1037.37,459.2,150,146,1.5136,2.4235,1.6449,2.3791,1.9221,458.89,0.8133,20.22,0.2145,1.7976,1.6449,1037.37,459.2,447.33,2.2077,19.63,3.2337,13.8,13.8,1.3732,1.3732,40.07,65.68,45.55,53.54,61.37,65,41.97,58.8,72.3
1801,2.0313,3.4762,39.8,1.788,904.83,1069.59,450.66,446.31,21.96,3.4762,1069.59,450.66,151,146,2.4477,2.2876,2.059,1.6353,0.621,440.98,1.3395,21.08,0.5111,1.7779,2.059,1069.59,450.66,446.31,2.6968,21.76,3.4762,39.8,39.8,1.788,1.788,36.19,55.05,40.58,55.24,52.64,72.02,47.58,40.74,46.38
1802,2.1226,3.1645,22.9,2.9442,1129.53,890.72,454.18,442.35,20.22,3.1645,890.72,454.18,152,146,1.8196,2.3074,1.8301,1.6045,0.0928,443.51,2.429,18.34,0.9757,0.7034,1.8301,890.72,454.18,442.35,2.475,21.58,3.1645,22.9,22.9,2.9442,2.9442,42.06,55.99,47.32,39.25,79.52,58.69,75.42,55.77,36.32
1803,1.7727,3.1645,49.3,0.9331,1025.59,919.64,443.25,446.25,19.35,3.1645,919.64,443.25,153,146,1.6057,1.9714,2.2175,1.5251,0.3538,445.86,0.2256,18.96,1.1102,0.3392,2.2175,919.64,443.25,446.25,2.363,19.45,3.1645,49.3,49.3,0.9331,0.9331,79.53,71.9,58.33,36.49,61.07,72.75,34.91,69.33,52.2
1804,1.9307,3.3744,33.5,2.0585,985.67,895.09,456.34,445.89,21.91,3.3744,895.09,456.34,103,147,2.0362,2.4081,2.3254,1.5695,0.1875,441.48,1.6381,20.52,0.919,1.5749,2.3254,895.09,456.34,445.89,0.9095,21.09,3.3744,33.5,33.5,2.0585,2.0585,36.12,66.75,61.15,33.55,65.19,49.34,41.05,75.61,58.1
1805,1.885,3.438,33.9,0.0573,1268.19,868.72,443.22,443.2,20.08,3.438,868.72,443.22,104,147,1.9846,2.1499,2.0446,1.8107,1.0036,441.21,2.3879,18.97,0.1578,1.8035,2.0446,868.72,443.22,443.2,0.0855,20.29,3.438,33.9,33.9,0.0573,0.0573,72.23,72.41,46.97,58.84,66.5,31.16,56.51,42.18,39.34
1806,1.7533,2.8535,18.7,0.3238,1118.28,886.74,451.67,443.14,20.71,2.8535,886.74,451.67,105,147,2.1554,2.1353,2.3159,1.764,1.114,454.4,2.3668,20.34,0.2227,1.9203,2.3159,886.74,451.67,443.14,1.1232,20.23,2.8535,18.7,18.7,0.3238,0.3238,65.33,74.51,59.5,39.52,44.99,42.98,76.45,45.57,49.56
