LotNo=8J208472700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1969,1.8452,3.1776,42.2,2.5887,1078.08,1049.95,458.04,447.93,18.69,3.1776,1049.95,458.04,115,150,1.7759,1.9716,2.4406,2.4614,2.6106,447,2.9722,18.71,2.7518,1.3591,2.4406,1049.95,458.04,447.93,2.3922,20.01,3.1776,42.2,42.2,2.5887,2.5887,60.1,35.8,37.69,57,50.6,45.57,40.99,70.72,48.16
1970,1.9581,3.2651,48.4,1.4275,802.52,1163.09,443.85,447.7,21.59,3.2651,1163.09,443.85,116,150,1.6179,2.1873,2.0368,2.1886,1.7795,458.7,2.4374,20.76,1.6766,2.3999,2.0368,1163.09,443.85,447.7,0.3768,20.19,3.2651,48.4,48.4,1.4275,1.4275,31.34,67.76,44.46,39.35,54.26,66.65,35.42,39.69,40.7
1971,1.5741,3.1291,11.7,1.4145,1331.73,966.24,445.87,456.28,20.12,3.1291,966.24,445.87,117,150,2.0852,1.5602,2.133,1.662,1.0119,459.84,1.4428,21.86,0.971,1.438,2.133,966.24,445.87,456.28,0.7689,21.32,3.1291,11.7,11.7,1.4145,1.4145,42.26,60.64,44.71,62.61,65.89,39.41,35.52,69.48,48.01
1972,1.7381,3.0534,30.1,1.2824,1220.21,1445.66,448.89,451.91,19.67,3.0534,1445.66,448.89,118,150,2.3974,1.6903,1.8495,2.46,0.46,457.82,0.1386,21.54,1.2588,1.1141,1.8495,1445.66,448.89,451.91,1.4976,21.75,3.0534,30.1,30.1,1.2824,1.2824,51.22,77.05,37.39,44.03,43.74,59.62,58.39,58.15,45.89
1973,2.4152,3.2453,23.5,0.8632,1098.56,848.23,458.89,455.33,20.42,3.2453,848.23,458.89,119,150,2.0725,1.6879,2.2587,1.9204,1.4497,447.27,0.6739,20.46,2.4275,2.0261,2.2587,848.23,458.89,455.33,1.4786,19.49,3.2453,23.5,23.5,0.8632,0.8632,38.73,72.55,65.46,78.84,42.51,36.58,79.55,54.46,61.63
1974,1.9925,3.3875,31.2,2.2764,1016.12,1035.22,452.12,444.28,18.04,3.3875,1035.22,452.12,120,150,1.7007,1.5554,2.1947,2.2911,2.382,457.68,2.1791,18.9,2.1183,1.9434,2.1947,1035.22,452.12,444.28,1.4586,18.34,3.3875,31.2,31.2,2.2764,2.2764,55.42,43.6,65.8,52.45,71.51,63.52,72.77,35.56,30.37
1975,2.2231,2.9731,12.7,2.8685,1130.56,1388.32,444.1,441.14,21.14,2.9731,1388.32,444.1,121,150,1.8269,1.6632,1.9772,1.8411,1.4786,449.28,0.35,20.97,1.0876,1.3978,1.9772,1388.32,444.1,441.14,2.7913,21.81,2.9731,12.7,12.7,2.8685,2.8685,78.82,54.41,35.92,51.61,61.83,39.43,76.05,60.77,39.81
1976,1.7478,3.455,13.8,1.4064,1390.44,1289.35,449.2,458.03,18.59,3.455,1289.35,449.2,122,150,2.4135,2.0284,1.6557,2.4339,2.5674,458.46,2.182,21.23,2.4092,2.3455,1.6557,1289.35,449.2,458.03,1.2288,19.28,3.455,13.8,13.8,1.4064,1.4064,54.53,49.77,34.52,30.17,48.49,32.06,37.08,48.53,38.6
1977,1.6883,3.3618,17.7,1.3355,913.63,1103.05,458.71,459.05,20.09,3.3618,1103.05,458.71,123,150,1.827,1.9326,1.8654,2.1492,0.831,455.8,0.6686,21.92,2.7857,1.1603,1.8654,1103.05,458.71,459.05,2.4104,18.44,3.3618,17.7,17.7,1.3355,1.3355,60.47,49.56,57.01,36.03,76.21,30.3,39.38,54.06,32.41
1978,2.4358,3.4256,13.8,1.3289,1166.85,1421.3,443.47,443.57,20.5,3.4256,1421.3,443.47,124,150,2.0621,1.9997,1.9663,2.0766,2.5022,453.39,1.6708,20.58,2.2787,1.8509,1.9663,1421.3,443.47,443.57,0.2099,20.48,3.4256,13.8,13.8,1.3289,1.3289,72.81,36.78,67.03,46.6,34.22,59.06,44.51,30.99,71.02
1979,2.4826,3.0551,37,2.115,812.37,1464.59,457.17,444,18.03,3.0551,1464.59,457.17,125,150,1.6143,1.7865,1.7412,1.837,1.0664,452.05,0.5403,20.85,1.5182,1.1632,1.7412,1464.59,457.17,444,0.4666,21.41,3.0551,37,37,2.115,2.115,61.49,39.84,76.52,59.59,44.64,73.12,57.49,44.82,59.29
1980,2.2559,3.1472,14.9,1.8852,1202.73,1021.63,447.77,449.36,20.21,3.1472,1021.63,447.77,126,150,2.069,1.506,2.4784,2.4531,2.829,448.88,1.4058,18.48,2.7281,0.4779,2.4784,1021.63,447.77,449.36,0.4553,19.98,3.1472,14.9,14.9,1.8852,1.8852,31.27,36.48,65.19,68.51,32.85,43.41,61.56,51.52,70.75
1981,1.7128,3.4349,12.2,2.9397,1429.37,1123.69,441.5,454.92,18.9,3.4349,1123.69,441.5,127,150,2.1244,2.1095,2.488,1.9831,1.0325,453.17,0.6713,21.73,0.8442,0.1949,2.488,1123.69,441.5,454.92,0.8654,20.32,3.4349,12.2,12.2,2.9397,2.9397,43.77,68.58,68.59,55.55,68.39,63.5,61.1,71.62,72.1
1982,1.7612,3.2643,30,0.1472,1343.15,956.42,446.1,448.06,18.04,3.2643,956.42,446.1,128,150,2.1097,2.0741,2.4862,1.6942,1.0109,454.24,1.2046,19.88,0.7799,0.4866,2.4862,956.42,446.1,448.06,2.5323,21.48,3.2643,30,30,0.1472,0.1472,70.5,74.35,58.15,60.3,54.83,69.88,53.16,54.18,35.01
1983,2.4089,3.273,48.5,0.8748,1434.68,1064.05,441.04,459.98,21.66,3.273,1064.05,441.04,129,150,1.6446,1.5509,1.9529,2.233,2.8183,455.04,1.2156,19.09,0.7927,1.7195,1.9529,1064.05,441.04,459.98,2.5148,21.25,3.273,48.5,48.5,0.8748,0.8748,79.64,70.28,59.6,39.27,46.4,47.41,42.29,65.7,51.5
1984,2.0595,2.9335,27.8,0.9158,992.27,1241.65,456.49,443.88,21.91,2.9335,1241.65,456.49,130,150,1.9582,2.2057,1.5201,2.041,2.4469,459.41,0.8969,19.19,2.7352,0.6604,1.5201,1241.65,456.49,443.88,2.9085,21.93,2.9335,27.8,27.8,0.9158,0.9158,67.88,67.77,75.73,48.1,72.79,63.31,33.83,75.21,61.74
1985,1.6412,2.9924,31.1,0.7848,839.12,1422.44,452.55,441.2,18.88,2.9924,1422.44,452.55,131,150,2.1623,1.9266,1.6923,2.0665,0.8374,449.28,0.993,19.07,0.1707,2.3402,1.6923,1422.44,452.55,441.2,1.6017,21.24,2.9924,31.1,31.1,0.7848,0.7848,67.16,70.64,76.24,49.03,56.14,46.55,59.67,60.14,32.24
1986,2.1897,2.989,32.3,2.465,983.68,1210.71,441.34,445.39,20.12,2.989,1210.71,441.34,132,150,1.6528,1.5145,2.4932,2.1151,2.0919,452.75,1.0292,20.18,2.9095,0.4028,2.4932,1210.71,441.34,445.39,2.7297,18.48,2.989,32.3,32.3,2.465,2.465,54.52,75.96,55.9,75.19,52.55,62.8,68.94,61.1,62.96
1987,1.647,3.1612,19.7,1.4144,802.85,1133.77,458.2,448.18,20.87,3.1612,1133.77,458.2,133,150,1.6168,2.4014,2.2798,2.1087,1.537,442.62,0.1692,18.93,1.5424,0.8611,2.2798,1133.77,458.2,448.18,0.1928,21.75,3.1612,19.7,19.7,1.4144,1.4144,72.45,45.52,38.53,77.44,77.25,56.11,48.57,64.25,75.64
1988,1.6093,3.1692,12.2,2.9803,1021.88,1088.14,444.1,441.28,19.55,3.1692,1088.14,444.1,134,150,2.3974,2.3667,1.6064,2.0405,1.3449,440.29,1.8241,21.84,0.8807,0.139,1.6064,1088.14,444.1,441.28,0.8092,19.98,3.1692,12.2,12.2,2.9803,2.9803,67,57.28,46.67,42.45,65.4,60.5,59.24,53.18,60.29
1989,2.0322,3.4592,21,2.7919,1434.41,1440.07,451.17,455.44,19.9,3.4592,1440.07,451.17,135,150,2.3953,2.0587,2.0534,2.2699,2.4523,455.97,2.8066,20.91,1.2866,2.7314,2.0534,1440.07,451.17,455.44,0.247,18.16,3.4592,21,21,2.7919,2.7919,52.71,59.49,77.61,76.88,32.35,45.16,31.42,35.06,58.66
1990,2.3431,2.9036,22.8,1.1239,980.74,1451.64,449.1,444.34,19.52,2.9036,1451.64,449.1,136,150,1.8102,2.4959,2.413,1.9786,2.6455,452,2.5281,18.48,2.8471,2.0083,2.413,1451.64,449.1,444.34,2.9656,21.81,2.9036,22.8,22.8,1.1239,1.1239,44.35,79.13,31.55,65.66,51.87,34.88,61.06,73.76,58.4
1991,2.1231,3.3533,10.5,2.9193,1451.25,1445.66,453.73,455.11,18.81,3.3533,1445.66,453.73,137,150,2.3481,1.5431,1.916,1.7307,1.2641,440.84,0.389,18.28,2.003,1.4392,1.916,1445.66,453.73,455.11,2.7623,20.96,3.3533,10.5,10.5,2.9193,2.9193,36,71.84,60.81,65.25,33.1,44.95,78.19,78.03,41.52
1992,2.2444,3.0155,28.2,1.6891,942.48,884.36,441.27,448.4,19.52,3.0155,884.36,441.27,138,150,2.3378,2.3721,1.6625,1.8313,0.8592,458.25,0.318,18.39,0.5277,2.2845,1.6625,884.36,441.27,448.4,2.3876,19.78,3.0155,28.2,28.2,1.6891,1.6891,65.14,32,41.62,51.37,49.96,59.43,48.82,75.25,60.33
1993,2.4656,3.3685,25.8,0.8516,1189.44,1033.07,442.59,448.3,19.21,3.3685,1033.07,442.59,139,150,1.5564,2.2908,2.111,1.7952,0.3429,442.98,0.3294,18.25,2.7705,1.0519,2.111,1033.07,442.59,448.3,1.1762,21.29,3.3685,25.8,25.8,0.8516,0.8516,39.13,57.53,74.54,74.9,64.86,38.1,56.72,31.05,51.14
1994,2.235,2.8635,11.4,1.1777,1121.65,952.53,450.51,457.65,18.03,2.8635,952.53,450.51,140,150,2.3075,1.907,1.7044,1.7903,1.1212,445.64,1.2346,18.22,1.6756,1.0657,1.7044,952.53,450.51,457.65,0.1915,19.21,2.8635,11.4,11.4,1.1777,1.1777,70.75,32.37,62.2,79.86,56.69,40.81,61.3,74.34,64.03
1995,1.5287,3.1026,38,1.3667,879.98,1061.29,443.55,458.86,19.66,3.1026,1061.29,443.55,141,150,1.5538,2.1561,2.3592,1.8157,2.0276,452.45,2.042,20.94,2.3328,0.7669,2.3592,1061.29,443.55,458.86,2.8881,20.43,3.1026,38,38,1.3667,1.3667,58.71,57.42,57.56,63.06,50.86,61.67,54.83,47.48,70.29
1996,1.9437,2.9779,13.5,1.2,944.61,1079.93,447.09,445.99,21.29,2.9779,1079.93,447.09,142,150,2.4523,2.117,1.9706,2.3205,1.936,447.54,2.417,18.81,1.8512,2.2336,1.9706,1079.93,447.09,445.99,1.7698,19.25,2.9779,13.5,13.5,1.2,1.2,46.57,34.49,48.77,76.92,69.91,69.01,36.98,76.24,68.2
1997,1.8832,2.8981,19.3,0.787,1072.5,1127.6,440.94,459.81,21.36,2.8981,1127.6,440.94,143,150,1.9528,2.4671,1.9204,2.3646,2.0457,444.28,0.8075,18.65,1.2801,0.7933,1.9204,1127.6,440.94,459.81,0.2859,21.85,2.8981,19.3,19.3,0.787,0.787,43.47,44.41,55.55,73.05,78.19,73.33,50.17,60.94,78.94
1998,1.5916,3.3952,20.2,0.3162,1080.5,1236.85,453.14,450.1,20.45,3.3952,1236.85,453.14,144,150,2.2945,1.5658,2.3637,1.6324,1.014,454.32,1.6464,21.27,0.0586,1.2765,2.3637,1236.85,453.14,450.1,1.2987,19.18,3.3952,20.2,20.2,0.3162,0.3162,41.85,59.6,69.99,70.19,79.96,30,60.22,69.93,44.69
1999,2.2736,3.4802,34.9,0.1433,1006.76,1117.9,453.57,449.21,19.81,3.4802,1117.9,453.57,145,150,1.6884,2.4828,2.4664,1.9612,1.4114,458.87,2.8716,20.62,1.194,0.7246,2.4664,1117.9,453.57,449.21,2.9109,21.66,3.4802,34.9,34.9,0.1433,0.1433,69.19,67.72,76.3,78.03,67.04,45.93,31.29,65.71,32.11
2000,2.4997,3.4926,26,2.1382,1207.82,1327.52,457.05,447.88,21.65,3.4926,1327.52,457.05,146,150,2.3311,2.3522,1.7459,1.9152,2.0818,447.82,2.7147,20.74,2.6441,1.9913,1.7459,1327.52,457.05,447.88,2.3571,19.02,3.4926,26,26,2.1382,2.1382,44.04,72.32,66.64,50.43,52.91,66.8,43.85,33.47,66.67
2001,2.0077,3.3399,10.6,1.7973,1414.63,1457.19,453.67,442.08,20.41,3.3399,1457.19,453.67,147,150,1.9944,2.3553,2.4907,2.4711,2.4655,457.01,1.7128,19.94,1.3449,0.7697,2.4907,1457.19,453.67,442.08,0.0616,18.57,3.3399,10.6,10.6,1.7973,1.7973,39.84,45.26,37.63,35.58,65.34,63.64,35.19,35.16,76.24
2002,1.6512,2.8676,40.1,1.3302,1051.79,1397.45,447.11,459.06,21.48,2.8676,1397.45,447.11,148,150,1.6419,1.846,2.2654,1.6683,2.3475,454.37,0.6116,21.08,2.4325,0.2143,2.2654,1397.45,447.11,459.06,0.4569,21.61,2.8676,40.1,40.1,1.3302,1.3302,51.06,65.63,38.21,38.92,53.04,51.02,49.75,45.53,30.76
2003,2.1361,2.9553,10.8,2.9252,801.55,897.97,450.08,440.39,18.56,2.9553,897.97,450.08,149,150,2.45,2.3964,2.2864,1.7656,1.6923,446.21,1.2026,21.34,2.69,0.7274,2.2864,897.97,450.08,440.39,0.8442,20.94,2.9553,10.8,10.8,2.9252,2.9252,37.51,49.16,37.03,79.88,54.01,47.71,74.1,59.91,64.32
2004,1.9014,2.9371,40.2,0.8444,1060.25,1022.2,450.46,448.16,18.41,2.9371,1022.2,450.46,150,150,2.0128,1.8461,1.5558,1.5928,1.4487,450.67,1.0186,18.26,1.0355,1.9206,1.5558,1022.2,450.46,448.16,0.5695,21.58,2.9371,40.2,40.2,0.8444,0.8444,53.64,51.09,79.35,53.94,76.6,72.91,77.7,31.12,63.66
2005,1.88,3.1135,31.1,0.1184,1151.84,864.86,445.98,445.07,19.47,3.1135,864.86,445.98,151,150,1.7045,2.4644,1.637,2.135,1.682,459.04,2.758,19.12,2.0512,0.4137,1.637,864.86,445.98,445.07,0.7147,19.14,3.1135,31.1,31.1,0.1184,0.1184,61.13,38.44,66.06,36.46,53.03,72.14,62.89,30.35,50.79
2006,2.4534,3.2852,32.3,0.7273,1395.35,1212.6,457.25,448.02,21.41,3.2852,1212.6,457.25,152,150,2.0971,2.0074,2.4181,2.0535,1.4058,454.54,1.6654,20.9,2.0386,2.1827,2.4181,1212.6,457.25,448.02,0.4547,20.91,3.2852,32.3,32.3,0.7273,0.7273,71.15,55.21,44.12,63.84,46.77,48.56,65.85,35.89,47.61
2007,1.71,2.9442,38.8,0.3636,1097.69,1121.01,451.79,447.78,21.16,2.9442,1121.01,451.79,153,150,2.314,2.0966,1.8752,2.0239,2.2498,443.21,2.2585,18.38,1.6538,0.3167,1.8752,1121.01,451.79,447.78,0.3355,21.74,2.9442,38.8,38.8,0.3636,0.3636,42.51,73.13,50.59,64.94,53.55,67.72,66.71,67.22,59.37
2008,1.6025,3.4728,31.9,1.2063,1144.09,910.38,441.08,444.46,21.96,3.4728,910.38,441.08,103,151,1.5002,2.3089,2.2395,2.1893,0.6086,440.72,0.6181,19.07,2.4014,2.8264,2.2395,910.38,441.08,444.46,1.5,19.84,3.4728,31.9,31.9,1.2063,1.2063,63.48,39.85,49.62,59.67,36.6,79.11,76.38,48.3,52.95
2009,1.9934,3.2882,43.1,2.8133,1471.69,1257.41,451.65,459.3,18.21,3.2882,1257.41,451.65,104,151,1.6255,1.7849,2.0333,1.7958,2.0991,455.66,2.1869,20.39,1.5306,0.6498,2.0333,1257.41,451.65,459.3,0.3337,19.19,3.2882,43.1,43.1,2.8133,2.8133,61.33,45.88,31.13,70.9,66.97,66.13,54.36,39.55,35.79
2010,2.318,3.4638,47.8,2.4125,1073.6,1173.66,442.17,459.91,19.66,3.4638,1173.66,442.17,105,151,2.2384,1.8101,2.1921,2.2456,2.3327,441.43,0.9429,19.19,1.2595,1.9684,2.1921,1173.66,442.17,459.91,2.4434,18.68,3.4638,47.8,47.8,2.4125,2.4125,55.92,67.17,60.78,44.58,70.38,40.32,56.13,52.73,76.04
2011,2.2027,3.1107,16.1,0.8719,1070.34,812.08,443.65,440.17,18.14,3.1107,812.08,443.65,106,151,2.362,1.6819,1.5249,2.4187,1.5162,446,0.393,20.14,1.4481,1.7153,1.5249,812.08,443.65,440.17,2.8887,20.9,3.1107,16.1,16.1,0.8719,0.8719,76.15,46.06,67.72,33.86,72.42,60.81,48.82,66.38,70.91
2012,2.2797,3.0203,13.4,0.5863,1406.51,950.19,448.33,446.68,18.57,3.0203,950.19,448.33,107,151,2.0065,1.6177,2.2768,1.5241,2.3027,456.71,2.6336,19.49,2.8752,0.8172,2.2768,950.19,448.33,446.68,2.1304,21.48,3.0203,13.4,13.4,0.5863,0.5863,40.12,75.51,78.85,68.81,76.24,46.92,53.58,73.54,63.82
2013,1.803,3.1257,31.6,1.9694,865.85,1066.3,459.09,442.9,21.31,3.1257,1066.3,459.09,108,151,2.1469,2.2513,1.9532,1.6431,0.2277,453.27,0.0581,19.01,0.4384,1.9064,1.9532,1066.3,459.09,442.9,0.6771,19.42,3.1257,31.6,31.6,1.9694,1.9694,71.46,42.16,61.27,64.4,67.19,51.65,39.7,50.85,35.4
2014,2.1059,3.1308,29.5,2.1302,1386.68,968.63,452.75,455.39,19.53,3.1308,968.63,452.75,109,151,2.1915,1.9049,2.4548,2.3161,1.9124,440.07,2.3145,20.87,0.4773,0.0444,2.4548,968.63,452.75,455.39,1.6225,19.75,3.1308,29.5,29.5,2.1302,2.1302,51.93,79.9,35.64,53.68,45.61,31.03,55.5,79.25,65.49
2015,2.0184,3.2114,21.4,0.223,877.61,1425.82,455.31,442.13,18.67,3.2114,1425.82,455.31,110,151,2.2905,1.7779,1.9224,2.1226,1.2558,457.73,0.0471,18.34,2.4565,0.574,1.9224,1425.82,455.31,442.13,0.0673,20.19,3.2114,21.4,21.4,0.223,0.223,77.34,36.04,50.58,56.24,78.9,58.85,57.33,71.9,36.63
2016,1.8371,2.8269,17.5,1.5013,1277.07,801.64,450.76,448.65,20.51,2.8269,801.64,450.76,111,151,1.5819,2.4273,2.4882,1.7383,1.4036,446.66,0.2825,20.72,0.4479,2.5561,2.4882,801.64,450.76,448.65,0.1556,19.89,2.8269,17.5,17.5,1.5013,1.5013,40.89,38.54,36.15,48.37,78.38,37.2,39.81,74.77,63.46
2017,2.1105,2.9677,47,2.2651,1043.86,984.23,448.27,450.46,18.43,2.9677,984.23,448.27,112,151,2.0305,1.5032,1.6747,2.2157,0.4935,454.48,0.4867,19.59,1.9202,1.2139,1.6747,984.23,448.27,450.46,2.1149,21.92,2.9677,47,47,2.2651,2.2651,78.65,42.99,71.34,68.22,49.67,65.18,35.41,64.83,62.19
2018,1.877,2.9869,16.2,2.1478,886.12,1469.61,447.7,455.39,21.29,2.9869,1469.61,447.7,113,151,2.0218,2.0054,1.705,2.4048,0.7754,451.64,0.67,21.38,0.8619,0.0952,1.705,1469.61,447.7,455.39,2.9366,21.23,2.9869,16.2,16.2,2.1478,2.1478,67.56,59.03,78.02,60.71,75.12,79.61,66.83,63.19,77.54
2019,1.6199,2.8101,17.7,0.6638,1095.78,829.66,447.71,454.43,20.14,2.8101,829.66,447.71,114,151,1.6765,1.6637,1.5137,2.4541,0.2276,445.21,0.2904,20.34,0.6257,2.4285,1.5137,829.66,447.71,454.43,1.1279,20.27,2.8101,17.7,17.7,0.6638,0.6638,77.12,42.26,53.82,69,52.97,58.49,43.85,63.55,34.82
2020,2.1884,3.4,13.6,0.8928,1496.62,1187.78,452.72,440.77,21.77,3.4,1187.78,452.72,115,151,1.5271,2.3843,1.9995,2.1783,0.9012,458.65,1.4775,21.04,1.1003,2.6844,1.9995,1187.78,452.72,440.77,2.6139,19.39,3.4,13.6,13.6,0.8928,0.8928,33.5,44.37,60.56,50.77,46.1,73.51,48.74,58.53,59.8
2021,2.0466,3.0885,23.7,2.5576,1124.43,1434.37,455.37,458.26,21.72,3.0885,1434.37,455.37,116,151,2.1415,2.4131,2.0013,1.8564,2.3954,444.27,0.9291,21.39,0.6672,0.7769,2.0013,1434.37,455.37,458.26,1.8711,20.35,3.0885,23.7,23.7,2.5576,2.5576,72.67,65.26,43.54,39.22,36.65,36.75,53.29,76.66,54.52
2022,2.0717,3.4483,32.8,1.5003,1330.36,818.07,446.61,440.98,19.61,3.4483,818.07,446.61,117,151,1.5612,1.8172,1.9473,2.4704,2.4333,447.26,1.9057,21.77,0.9647,2.1774,1.9473,818.07,446.61,440.98,1.7685,21.5,3.4483,32.8,32.8,1.5003,1.5003,76.51,43.55,38.16,62.88,44,77.81,51.08,77.69,54.1
2023,1.9443,3.0184,42.8,1.4195,896.74,1354.28,445.14,454.13,21.53,3.0184,1354.28,445.14,118,151,1.7783,2.4512,2.3492,1.6324,1.1363,448.34,1.2693,21.1,0.6819,0.1961,2.3492,1354.28,445.14,454.13,0.1195,21,3.0184,42.8,42.8,1.4195,1.4195,65.52,37.56,65.75,37.63,64.62,77.49,77.22,39.18,32.21
2024,1.9954,2.8925,17.9,1.4646,1377.53,1322.02,447.49,457.96,19.21,2.8925,1322.02,447.49,119,151,2.2782,2.3966,1.5973,2.4116,2.8823,451.93,0.2323,21.68,0.4882,0.7326,1.5973,1322.02,447.49,457.96,2.1195,21.05,2.8925,17.9,17.9,1.4646,1.4646,57.76,77.06,69.93,60.28,63.8,43.3,42.92,52.29,71.06
2025,1.6253,3.1625,24.5,1.0241,1083.54,1146.18,448.41,444.95,18.6,3.1625,1146.18,448.41,120,151,2.2406,2.0293,2.4223,1.6906,1.245,451.63,2.0323,20.05,0.1334,2.2552,2.4223,1146.18,448.41,444.95,2.8222,19.32,3.1625,24.5,24.5,1.0241,1.0241,60.76,30.13,40.56,55.4,60.65,72.32,38.97,72.82,40.27
2026,1.564,3.1895,34.2,1.3196,1494.99,1259.81,458.04,445.63,19.56,3.1895,1259.81,458.04,121,151,1.8369,1.995,2.0546,1.8583,2.5604,447.02,0.1868,18.78,2.0441,2.8993,2.0546,1259.81,458.04,445.63,1.1741,18.01,3.1895,34.2,34.2,1.3196,1.3196,36.42,71.18,45.43,34.53,30.76,35.64,52.44,70.39,46.37
2027,1.6982,3.388,14.8,1.1264,1389.6,999.51,457.74,448.69,21.91,3.388,999.51,457.74,122,151,1.922,2.4658,2.0249,2.3937,2.4328,451.51,0.4778,19.76,2.2569,0.7034,2.0249,999.51,457.74,448.69,1.1403,21.69,3.388,14.8,14.8,1.1264,1.1264,57.66,74.89,73.3,35.14,40.47,34.58,37.54,61.41,68.88
2028,2.4364,3.426,29.6,0.6647,927.85,1225.72,440.88,457.33,20.09,3.426,1225.72,440.88,123,151,1.7981,2.1274,1.5309,2.3156,0.3678,456.74,0.0681,21.3,2.5558,0.1798,1.5309,1225.72,440.88,457.33,2.9443,18.45,3.426,29.6,29.6,0.6647,0.6647,59.03,71.88,60.43,44.15,51.68,34.67,56.05,71.62,30.36
2029,2.4361,3.4778,15.5,1.6341,946.38,1448.05,442.1,451.66,18.47,3.4778,1448.05,442.1,124,151,1.8202,1.8651,1.8553,2.0562,1.9789,453.52,1.2299,21.6,0.9402,2.4531,1.8553,1448.05,442.1,451.66,0.0775,21.97,3.4778,15.5,15.5,1.6341,1.6341,68.39,38.21,62.47,66.52,45.97,66.35,75.07,45.59,54.78
2030,1.8231,3.2616,10.7,2.9082,886.98,1059.68,446.95,447.71,20.25,3.2616,1059.68,446.95,125,151,1.8754,2.4839,1.7883,2.2929,1.3403,450.26,2.3834,21.39,2.0015,0.2386,1.7883,1059.68,446.95,447.71,0.8422,20.7,3.2616,10.7,10.7,2.9082,2.9082,67.17,75.89,43.55,54.28,61.13,76.18,44.56,60.02,37.31
2031,1.7872,2.9331,43.7,0.2875,1167.65,826.82,452.14,445.55,21.03,2.9331,826.82,452.14,126,151,2.4061,1.7122,2.3348,2.2842,0.459,448,1.9927,19.27,2.781,2.5691,2.3348,826.82,452.14,445.55,1.1781,20.22,2.9331,43.7,43.7,0.2875,0.2875,31.74,54.44,60.98,71.57,36.89,45.22,65.94,53.07,46.31
2032,2.056,2.9405,15.7,0.8927,1461.01,1499.48,455.12,444.58,19.82,2.9405,1499.48,455.12,127,151,2.2368,1.7461,1.671,2.2035,2.7179,440.09,1.3434,19.4,0.3936,1.6558,1.671,1499.48,455.12,444.58,2.1232,20.45,2.9405,15.7,15.7,0.8927,0.8927,64.42,37.03,62.43,53.04,74.6,31.15,76.61,61.91,59.65
2033,2.1531,3.1498,14.9,1.2473,1167.41,972.1,459.9,456.4,18.06,3.1498,972.1,459.9,128,151,1.6058,2.2566,2.4067,2.3832,1.5334,440.33,1.7925,19.8,1.4655,0.4842,2.4067,972.1,459.9,456.4,2.8933,20.72,3.1498,14.9,14.9,1.2473,1.2473,37.45,66.67,41.75,62.58,47.21,61.28,74.29,54.58,32.8
2034,2.4738,3.324,34.2,0.1045,1346.91,1390.53,444.67,449.75,21.49,3.324,1390.53,444.67,129,151,2.178,2.4166,2.2079,2.39,1.6696,446.01,2.3567,20.22,1.5504,2.2316,2.2079,1390.53,444.67,449.75,0.5317,21.43,3.324,34.2,34.2,0.1045,0.1045,60.19,77.1,30.14,42.3,69.59,30.56,30.98,72.12,69.39
2035,2.3251,3.1526,49.9,0.0115,1195.74,1472.16,441.97,458.46,21.44,3.1526,1472.16,441.97,130,151,1.6725,2.0313,2.1466,2.2288,1.6816,452.8,0.9617,21.06,2.7638,2.2888,2.1466,1472.16,441.97,458.46,0.5583,21.99,3.1526,49.9,49.9,0.0115,0.0115,46.96,70.62,59.42,76.49,77.42,51.26,45.84,52.77,69.62
2036,1.9272,3.1867,19.5,0.295,1475.24,995.69,458.23,449.6,18.84,3.1867,995.69,458.23,131,151,2.412,2.1001,2.1598,1.7137,1.3285,459.6,1.8497,21.83,1.3249,1.8003,2.1598,995.69,458.23,449.6,0.3025,21.65,3.1867,19.5,19.5,0.295,0.295,61.81,31.88,70.93,32.66,30.56,62.71,32.05,40.84,43.67
2037,2.1311,2.8636,48.6,1.2009,1252.23,1325.78,445.5,456.04,20.16,2.8636,1325.78,445.5,132,151,2.3199,1.6886,1.9677,2.2554,1.1385,457.33,1.3188,21.65,2.1215,2.9872,1.9677,1325.78,445.5,456.04,0.9486,21.94,2.8636,48.6,48.6,1.2009,1.2009,33.87,79.59,58.26,78.8,69.16,36.68,65.81,38.46,47.09
