LotNo=8J208472300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1908,1.8622,3.4654,28.9,2.1539,812.93,1216.56,440.8,446.4,18.07,3.4654,1216.56,440.8,105,149,1.5585,2.0304,2.3252,2.1578,1.8097,448.32,0.7161,19.78,2.8291,1.4251,2.3252,1216.56,440.8,446.4,2.6671,20.34,3.4654,28.9,28.9,2.1539,2.1539,32.21,32.66,49.4,36.35,60.4,44.05,56.04,51.37,79.83
1909,2.0763,3.1038,21.8,1.1186,1339.41,949.21,446.6,446.52,21.29,3.1038,949.21,446.6,106,149,2.1267,1.8686,2.4454,1.7245,1.5353,446.49,0.9373,19.14,0.4713,1.9782,2.4454,949.21,446.6,446.52,0.5,18,3.1038,21.8,21.8,1.1186,1.1186,55.68,65.61,75.12,38.14,30.33,56.6,62.01,42.31,77.87
1910,1.9305,2.9483,16.3,1.3066,845.91,1263.7,444.25,444.98,21.8,2.9483,1263.7,444.25,107,149,1.7064,2.4731,1.7791,1.5083,2.9278,457.14,1.7693,19.19,0.5154,2.4552,1.7791,1263.7,444.25,444.98,1.1412,19,2.9483,16.3,16.3,1.3066,1.3066,79.09,50.44,57.33,45.68,74.49,79.35,37.94,47.08,35.23
1911,1.9877,3.4292,44.9,2.7467,1303.76,962.03,450.34,451.2,20.48,3.4292,962.03,450.34,108,149,1.5841,2.2326,1.7515,1.604,0.7042,450.26,1.2121,21.06,0.3163,0.3624,1.7515,962.03,450.34,451.2,2.377,20.96,3.4292,44.9,44.9,2.7467,2.7467,37.54,78.64,67.92,49,78.48,32.29,33.57,58.31,32.13
1912,1.9987,3.4864,43.1,2.7761,1009.3,1112.75,455.29,459.46,18.4,3.4864,1112.75,455.29,109,149,2.3468,1.9366,1.6307,2.103,1.6306,446.06,2.4871,21.99,1.693,2.4362,1.6307,1112.75,455.29,459.46,1.7376,21.18,3.4864,43.1,43.1,2.7761,2.7761,43.01,30.36,64.39,71.29,57.25,67.61,65.89,73.58,44.62
1913,2.2371,3.0102,16.9,0.9959,865.59,1408,440.78,444.44,21.84,3.0102,1408,440.78,110,149,2.0509,1.6855,2.2045,1.9907,1.5303,441.78,0.982,18.11,2.8441,2.2581,2.2045,1408,440.78,444.44,1.6876,20.53,3.0102,16.9,16.9,0.9959,0.9959,63.86,67.55,30.17,53.23,51.31,67.78,42.63,47.73,76.76
1914,1.8432,2.8836,26.8,0.4065,1374.55,812.4,447.27,445.54,20.4,2.8836,812.4,447.27,111,149,1.7868,1.8321,1.975,1.5989,1.2697,459.66,1.0695,19.35,1.1121,2.6538,1.975,812.4,447.27,445.54,2.5188,18.22,2.8836,26.8,26.8,0.4065,0.4065,72.04,32.08,41.25,58.45,47,71.5,39.96,32.73,60.91
1915,2.2876,2.9454,26,0.9855,1039.69,1228.18,440.74,445.89,18.38,2.9454,1228.18,440.74,112,149,2.1975,1.9239,2.093,2.127,1.8196,444.99,2.1368,18.81,2.2481,1.6235,2.093,1228.18,440.74,445.89,1.7468,20.16,2.9454,26,26,0.9855,0.9855,48.56,57.75,44.17,49.63,32.06,62.28,30.62,72.84,71.12
1916,1.6207,3.4572,45.8,2.3714,862.36,1313.43,448.2,440.76,19.03,3.4572,1313.43,448.2,113,149,2.3302,1.7001,2.2945,2.4489,0.3508,440.44,2.4287,21.76,0.1632,0.4645,2.2945,1313.43,448.2,440.76,0.242,18.9,3.4572,45.8,45.8,2.3714,2.3714,72.68,66.26,45.64,70.36,64.77,78.88,37.08,36.15,61.91
1917,1.9069,2.9084,31.9,2.751,1454,1125.68,455.51,443.26,20,2.9084,1125.68,455.51,114,149,1.7189,1.7727,2.1957,1.7813,2.8933,450.79,0.8592,21.29,1.2809,2.5377,2.1957,1125.68,455.51,443.26,1.7663,19.77,2.9084,31.9,31.9,2.751,2.751,61.46,30.77,62.71,50.94,59.69,52.29,72.32,35.09,34.47
1918,1.8882,3.2768,47.2,0.836,864.21,1397.25,453.01,444.09,19.84,3.2768,1397.25,453.01,115,149,1.6941,2.4415,2.0563,2.3963,1.2646,451.42,2.9295,19.63,0.9879,1.2775,2.0563,1397.25,453.01,444.09,2.957,19.17,3.2768,47.2,47.2,0.836,0.836,76.48,31.72,40.15,67.3,61.53,44.98,78.06,50.92,56.31
1919,1.9901,3.4676,16.8,2.6638,1149.58,1376.73,444.96,459.81,20.26,3.4676,1376.73,444.96,116,149,2.4665,2.2958,2.0754,1.7942,0.9682,440.83,2.8566,19.86,0.2571,2.2165,2.0754,1376.73,444.96,459.81,1.0868,19.03,3.4676,16.8,16.8,2.6638,2.6638,48.16,43.32,34.29,36.11,49.38,32.07,32.56,75.45,61.91
1920,1.7233,3.2585,41.4,0.8749,823.29,946.37,459.47,447.79,20.24,3.2585,946.37,459.47,117,149,1.983,1.8409,2.266,1.8955,2.124,456.9,1.249,21.53,2.3616,1.9325,2.266,946.37,459.47,447.79,0.6603,19.3,3.2585,41.4,41.4,0.8749,0.8749,72.04,35.62,30.83,46.68,35.46,64.14,54.43,58.02,32.42
1921,2.2526,3.4113,45.5,2.2132,1296.18,1095.81,440.15,444.12,18.23,3.4113,1095.81,440.15,118,149,2.3303,2.381,1.8734,2.1142,0.439,456.6,2.5792,19.2,1.778,2.1233,1.8734,1095.81,440.15,444.12,1.0858,20.72,3.4113,45.5,45.5,2.2132,2.2132,39.3,43.74,70.21,32.38,55.7,60.71,48.24,35.62,69.98
1922,1.8999,3.0805,17.9,1.2201,982.33,1148.98,444.46,455.48,19.7,3.0805,1148.98,444.46,119,149,2.4442,1.7005,1.5008,1.782,1.5013,446.59,0.3259,20.43,2.469,2.7964,1.5008,1148.98,444.46,455.48,1.0788,19.85,3.0805,17.9,17.9,1.2201,1.2201,72.97,75.25,66.12,72.45,51.54,66.3,48.99,55.24,56.48
1923,1.736,2.8467,33.8,1.5675,1114.29,1428.43,459.43,458.16,20.3,2.8467,1428.43,459.43,120,149,2.2402,2.0751,1.8221,1.553,2.8094,449.25,1.7756,21.96,2.0934,1.2058,1.8221,1428.43,459.43,458.16,2.3277,19.01,2.8467,33.8,33.8,1.5675,1.5675,73.56,62.62,57.63,73.77,67.84,41.05,43.66,70.32,54.5
1924,2.0605,3.2266,26,0.6215,1459.37,1095.66,456.4,454.96,21.57,3.2266,1095.66,456.4,121,149,1.6718,1.8425,2.4892,2.2525,0.5018,454.48,1.407,21.37,2.6889,0.8831,2.4892,1095.66,456.4,454.96,2.5786,21.59,3.2266,26,26,0.6215,0.6215,32.31,74.6,68.88,57.93,67.25,61.38,70.15,39.49,76.91
1925,1.5296,2.8956,27.5,0.7244,1450.53,1151.13,455.53,453.54,20.47,2.8956,1151.13,455.53,122,149,1.7244,2.4759,2.1108,1.8948,2.7205,446.2,2.1018,19.98,0.5701,0.8273,2.1108,1151.13,455.53,453.54,0.4228,19.65,2.8956,27.5,27.5,0.7244,0.7244,41.66,44.32,45.97,32.88,69.66,40.97,61.89,35.61,42.86
1926,2.3674,3.4598,11,1.3249,819.17,1449.62,453.46,446.18,19.59,3.4598,1449.62,453.46,123,149,1.7982,2.3957,2.1801,1.563,0.4646,453.59,2.1117,21.8,0.6164,1.946,2.1801,1449.62,453.46,446.18,0.3969,20.57,3.4598,11,11,1.3249,1.3249,34.92,36.04,70.23,35.34,44.25,60.41,76.81,72.43,65.4
1927,1.9844,3.1783,50,1.4313,1471.55,1489.62,458,452.71,18.45,3.1783,1489.62,458,124,149,2.2369,1.5073,2.4759,2.2613,0.2246,451.15,2.8722,20.13,2.1999,2.2143,2.4759,1489.62,458,452.71,1.3911,18.01,3.1783,50,50,1.4313,1.4313,75.14,48.14,67.82,67.68,49.57,58.51,31.46,72.43,38.56
1928,2.2681,3.0741,31.1,1.0998,1326.8,1445.54,441.99,448.13,20.8,3.0741,1445.54,441.99,125,149,1.715,1.5253,2.2444,1.7978,1.7248,440.68,0.0538,18.34,1.6697,2.2445,2.2444,1445.54,441.99,448.13,2.691,18.25,3.0741,31.1,31.1,1.0998,1.0998,53.14,51.28,62.23,54.94,49.77,38.22,79.17,61.13,62.33
1929,1.7723,3.3116,34.2,2.1527,1219.49,1257.02,444.21,442.61,21.66,3.3116,1257.02,444.21,126,149,1.867,2.0598,2.3784,1.7195,1.9787,451.03,2.9726,20.42,0.8096,2.5791,2.3784,1257.02,444.21,442.61,0.2358,18.72,3.3116,34.2,34.2,2.1527,2.1527,63.58,69.97,48.45,52.74,68.62,48,75.84,52.35,50.87
1930,2.4776,3.1476,24.6,2.5647,1206.6,1149.27,454.49,444.96,20.66,3.1476,1149.27,454.49,127,149,1.7079,1.7673,2.2969,2.0847,0.2332,444.52,1.6228,21.44,1.6898,1.303,2.2969,1149.27,454.49,444.96,0.8539,20.65,3.1476,24.6,24.6,2.5647,2.5647,58.97,31.59,47.43,55.55,49.06,48.75,67.19,42.72,70.36
1931,2.318,3.1902,14.4,0.2166,1372.36,1071.5,458.34,441.58,18.76,3.1902,1071.5,458.34,128,149,2.3166,1.7764,2.37,1.6512,1.5478,444.34,1.4646,19.92,2.6459,2.8391,2.37,1071.5,458.34,441.58,2.6548,21.39,3.1902,14.4,14.4,0.2166,0.2166,58.72,55.26,76.05,34.61,46.54,77.8,48.63,79.82,30.68
1932,1.9064,2.8308,13.4,2.4044,981.69,1431.8,443.39,444.35,19.59,2.8308,1431.8,443.39,129,149,2.36,2.3974,2.2521,2.492,0.8261,447.25,2.3283,18.83,1.2021,0.6878,2.2521,1431.8,443.39,444.35,0.7667,19.98,2.8308,13.4,13.4,2.4044,2.4044,73.98,38.32,44.05,46.31,31.17,49.44,57.69,42.32,48.75
1933,2.3795,2.818,41.2,0.9673,833.1,861.94,459.11,458.75,21.36,2.818,861.94,459.11,130,149,1.9091,2.3722,1.9169,2.1227,0.3289,446.39,2.0218,20.39,1.5252,2.5402,1.9169,861.94,459.11,458.75,2.8846,18.67,2.818,41.2,41.2,0.9673,0.9673,52.11,56.9,50.52,34.64,52.57,74.51,59.48,43.37,45.11
1934,2.4593,3.1838,15.6,1.8301,804.94,834.36,459.79,446.23,21.87,3.1838,834.36,459.79,131,149,1.9939,1.9681,2.4132,1.7053,1.7296,454.93,2.1213,20.7,1.3074,1.1031,2.4132,834.36,459.79,446.23,1.0552,18.89,3.1838,15.6,15.6,1.8301,1.8301,79.03,44.54,68.42,32.22,57.92,48.99,43.24,51.18,54.4
1935,1.8023,3.4457,36,0.4513,1112.18,1053.12,455.61,455.67,21.74,3.4457,1053.12,455.61,132,149,2.1613,1.9106,2.1191,1.7971,0.6069,446.1,0.8732,21.82,0.0351,1.0584,2.1191,1053.12,455.61,455.67,1.8886,20.06,3.4457,36,36,0.4513,0.4513,77.58,69.19,48.81,65.14,56.96,35.01,73.65,75.28,46.32
1936,1.6648,2.9892,33.2,2.4216,1051.75,804.3,441.07,448.11,18.98,2.9892,804.3,441.07,133,149,1.638,2.0596,2.3025,1.6273,0.3681,445.34,0.8329,18.79,0.8471,0.1116,2.3025,804.3,441.07,448.11,0.41,18.15,2.9892,33.2,33.2,2.4216,2.4216,43.54,43.61,60.84,74.9,63.43,78.75,57.34,47.89,59.4
1937,1.8543,3.2199,27.5,0.0145,1455.9,1392.14,440.4,449.45,18.76,3.2199,1392.14,440.4,134,149,1.7336,1.783,1.5074,1.7067,1.7744,451.29,2.2055,19.2,0.283,0.5413,1.5074,1392.14,440.4,449.45,2.7772,18.76,3.2199,27.5,27.5,0.0145,0.0145,46.03,50.79,71.08,40.56,50.52,33.72,46.83,62.69,79.32
1938,1.8215,3.1139,14.3,1.3422,1345.99,1288.86,449.91,445.94,19.14,3.1139,1288.86,449.91,135,149,2.4121,1.5962,1.8559,1.5912,2.7492,440.72,1.2933,18.92,1.7322,1.5105,1.8559,1288.86,449.91,445.94,1.0318,20.28,3.1139,14.3,14.3,1.3422,1.3422,74.64,43.18,56.12,54.03,65.91,75.16,55.16,40.65,57.95
1939,2.1826,3.2381,43.5,2.9162,1434.07,893.42,459.3,444.12,19.39,3.2381,893.42,459.3,136,149,1.8452,2.2838,2.1726,1.6954,2.5759,458.62,0.7699,19.74,0.861,1.8644,2.1726,893.42,459.3,444.12,0.2521,18.52,3.2381,43.5,43.5,2.9162,2.9162,66.49,38.97,70.56,47.85,51.19,35.65,50.99,68.27,45.55
1940,2.4515,3.3599,37.2,2.9356,1001.8,1119.58,449.06,441.52,21.44,3.3599,1119.58,449.06,137,149,1.6407,1.8147,1.8415,2.2134,2.8031,456.08,1.6606,19.8,2.0823,2.0104,1.8415,1119.58,449.06,441.52,0.9015,21.7,3.3599,37.2,37.2,2.9356,2.9356,46.19,69.72,69.64,35.87,78.63,49.44,43.85,39.07,54.77
1941,1.5489,3.2916,26.5,1.6321,1339.75,1370.46,452.97,451.64,20.59,3.2916,1370.46,452.97,138,149,1.5584,1.8748,1.8381,2.0483,1.3803,449.31,1.6684,18.52,2.2415,0.1676,1.8381,1370.46,452.97,451.64,2.2085,20.5,3.2916,26.5,26.5,1.6321,1.6321,43.18,32.31,73.13,63.56,55.84,57.55,33.99,39.01,47.07
1942,1.8228,3.0268,14.4,1.5538,828.57,1247.37,448.2,446.13,19.84,3.0268,1247.37,448.2,139,149,1.8357,2.3082,2.4581,1.7788,0.082,448.49,2.7357,20.25,0.9601,2.5083,2.4581,1247.37,448.2,446.13,2.8792,20.17,3.0268,14.4,14.4,1.5538,1.5538,31.37,70.28,50.16,60.04,73.3,41.52,49.71,43.75,44.3
1943,1.6744,2.9211,13.4,0.5658,1293.79,1195.37,450.72,451.08,21.32,2.9211,1195.37,450.72,140,149,2.27,2.0925,1.7103,2.4495,1.7843,449.82,0.8947,19.72,2.195,2.5563,1.7103,1195.37,450.72,451.08,1.6628,20.24,2.9211,13.4,13.4,0.5658,0.5658,42.9,57.04,63.49,30.43,35.24,35.01,54.34,37.18,40.16
1944,1.9896,3.2253,38.4,1.1189,1222.1,1397.6,456.58,453.48,21.76,3.2253,1397.6,456.58,141,149,1.9773,1.6707,2.0108,2.3242,0.2532,452.12,2.9164,19.88,1.7191,0.0117,2.0108,1397.6,456.58,453.48,1.3677,21.93,3.2253,38.4,38.4,1.1189,1.1189,43.12,73.41,50.72,35.74,55.18,45.31,37.71,61.99,58.75
1945,2.1444,3.3997,43.7,1.1481,1373.45,1092.77,443.69,448.55,19.9,3.3997,1092.77,443.69,142,149,1.5943,2.1346,2.4812,2.224,0.2752,448.5,1.0159,21.76,0.3861,0.6428,2.4812,1092.77,443.69,448.55,0.4999,18.79,3.3997,43.7,43.7,1.1481,1.1481,53.51,35.36,40.39,48.7,54.33,30.25,32.8,75.52,60.59
1946,1.9895,2.8868,28.8,2.0651,828.7,1251.58,451.52,457.42,19.13,2.8868,1251.58,451.52,143,149,1.6715,1.6313,1.7574,2.4904,0.264,444.23,1.6168,19.46,2.9938,2.0551,1.7574,1251.58,451.52,457.42,1.0276,20.93,2.8868,28.8,28.8,2.0651,2.0651,65.78,73.19,45.84,33.73,48.95,61.41,39.26,32.99,44.12
1947,2.4599,3.4025,41.6,0.558,1262.57,815.64,449.62,441.01,20.06,3.4025,815.64,449.62,144,149,2.393,1.9635,1.7614,1.9152,2.1267,457.89,1.3133,19.76,2.734,0.8837,1.7614,815.64,449.62,441.01,1.8438,21.31,3.4025,41.6,41.6,0.558,0.558,74.17,42.03,39.43,73.01,70.22,39.16,51.92,58.2,46.78
1948,1.5049,3.3098,23.1,1.5739,1206,1485.08,447.25,444.29,19.95,3.3098,1485.08,447.25,145,149,1.9959,1.7493,1.788,1.5244,1.9678,451.11,1.038,20.87,1.91,1.5338,1.788,1485.08,447.25,444.29,0.3235,20.84,3.3098,23.1,23.1,1.5739,1.5739,47.32,71.21,71.55,59.48,36.2,76.55,59.56,68.78,35.97
1949,1.5778,3.4095,24,2.0887,1217.62,1021.66,446.21,445.74,21.98,3.4095,1021.66,446.21,146,149,1.5925,1.8807,2.087,1.5047,0.905,447.55,2.3053,18.31,1.1814,1.7208,2.087,1021.66,446.21,445.74,1.861,21.27,3.4095,24,24,2.0887,2.0887,51.87,50.69,73.6,61.41,46.27,61.79,42.42,63.47,50.33
1950,2.0354,2.914,36.9,2.2445,1304.44,1097.82,454.67,456.2,18.84,2.914,1097.82,454.67,147,149,2.248,1.9851,2.056,1.9351,1.4362,455.28,0.7614,19.97,0.4652,2.9978,2.056,1097.82,454.67,456.2,2.5243,20.54,2.914,36.9,36.9,2.2445,2.2445,49.36,69.7,78.09,51.24,52.74,74.38,44.3,70.82,73.89
1951,2.0574,2.9161,42.7,1.8762,1187.86,1258.7,441.33,452.16,21.35,2.9161,1258.7,441.33,148,149,2.1397,1.9071,1.786,2.1302,1.5155,445.41,1.3235,18.26,0.9169,1.1999,1.786,1258.7,441.33,452.16,0.6028,18.72,2.9161,42.7,42.7,1.8762,1.8762,59.38,67.23,46.82,69.95,30.95,78.62,63.28,60.36,44.94
1952,2.0068,3.0425,10.4,0.6581,1032.53,1216.4,455.23,443.29,18.15,3.0425,1216.4,455.23,149,149,2.4857,2.4165,2.4656,1.631,1.2729,446.98,1.9884,18.72,1.2276,1.187,2.4656,1216.4,455.23,443.29,0.575,20.35,3.0425,10.4,10.4,0.6581,0.6581,60.26,51.97,71.44,68.22,56.05,42.51,39.91,45.35,61.86
1953,1.6247,3.2178,23.1,2.513,1401.83,1364.1,444.59,446.03,21.69,3.2178,1364.1,444.59,150,149,2.0352,2.0364,1.5847,1.5385,1.4836,456.19,2.3272,19.61,2.9816,0.7183,1.5847,1364.1,444.59,446.03,2.7109,20.46,3.2178,23.1,23.1,2.513,2.513,59.53,73.22,70.33,77.27,71.05,38.29,35.88,37.14,30.43
1954,2.4108,3.4498,31.1,0.9136,881.05,925.41,440.41,440.55,19.48,3.4498,925.41,440.41,151,149,1.9306,1.8048,1.8827,1.6474,2.5574,454.44,2.5101,21.89,1.0315,1.0714,1.8827,925.41,440.41,440.55,0.5333,19.99,3.4498,31.1,31.1,0.9136,0.9136,59.49,31.85,41.18,66.74,71.57,32.18,79.02,39.93,37.4
1955,1.8207,3.2535,39.1,1.3811,1132.29,959.08,452.22,443.86,19.55,3.2535,959.08,452.22,152,149,1.5771,1.516,1.9554,2.0044,0.7512,449.48,0.9871,21.63,1.1659,0.2339,1.9554,959.08,452.22,443.86,0.6142,19.82,3.2535,39.1,39.1,1.3811,1.3811,69.86,40.05,64.72,54.91,65.95,70.31,52.21,31.36,58.64
1956,1.5526,3.2973,46,0.5497,1498.45,1298.79,455.38,448.02,18.04,3.2973,1298.79,455.38,153,149,1.9955,1.8026,1.7905,2.1038,2.4302,443.26,0.7704,20.27,1.0583,1.4287,1.7905,1298.79,455.38,448.02,0.2763,21.79,3.2973,46,46,0.5497,0.5497,63.27,71.18,63.09,33.67,68.41,49.9,55.19,37.45,43.07
1957,2.0105,3.1503,15,2.6412,1304.55,1463.14,447.69,442.32,20.51,3.1503,1463.14,447.69,103,150,1.636,1.8023,1.9003,1.7493,2.6196,452.92,2.8254,21.97,2.4054,2.3605,1.9003,1463.14,447.69,442.32,1.8607,19.71,3.1503,15,15,2.6412,2.6412,76.57,32.98,73.69,44.13,42.51,55.18,48.1,68.95,35.62
1958,1.9281,3.4528,34.7,2.2075,1292.75,907.86,451.52,446.94,18.48,3.4528,907.86,451.52,104,150,1.8858,2.3639,2.3498,2.2685,0.4797,446.87,0.8003,20.12,0.0861,0.6098,2.3498,907.86,451.52,446.94,1.8965,20.74,3.4528,34.7,34.7,2.2075,2.2075,40.3,30.15,55.18,49.48,38.89,62.19,37.33,48.91,69.99
1959,1.6287,3.0653,49.8,1.0116,1164.89,1249.17,450.58,442.06,20.02,3.0653,1249.17,450.58,105,150,1.5304,2.4777,2.3447,2.2559,0.772,456.29,1.8025,19.43,0.1363,2.122,2.3447,1249.17,450.58,442.06,0.8608,20.37,3.0653,49.8,49.8,1.0116,1.0116,53.03,78.49,62.35,53.93,75.66,51.9,74.69,71.3,79.27
1960,1.8805,2.8803,12.8,1.1819,1325.46,1481.03,441.22,440.81,20.58,2.8803,1481.03,441.22,106,150,1.9846,2.0781,1.9615,1.9181,0.1518,455.88,1.835,21.22,0.5773,0.1123,1.9615,1481.03,441.22,440.81,2.3147,19.36,2.8803,12.8,12.8,1.1819,1.1819,41.28,45.59,60.78,63.37,76.8,76.76,72.88,66.53,37.09
1961,1.6587,3.2294,12.7,0.6563,822.88,991.9,444.48,452.16,20.15,3.2294,991.9,444.48,107,150,1.5517,1.8858,2.1658,1.6978,2.9158,459.78,0.0765,19.33,0.2417,1.6378,2.1658,991.9,444.48,452.16,0.7451,19.07,3.2294,12.7,12.7,0.6563,0.6563,55.43,57.77,45.09,56.19,42.72,61.55,43.33,33.83,70.65
1962,2.1681,3.0449,18.4,1.9565,1169.74,938.91,447.74,450.57,20.36,3.0449,938.91,447.74,108,150,1.9234,1.7154,1.7611,2.1424,1.0832,442.53,0.9186,19.43,0.9616,2.5411,1.7611,938.91,447.74,450.57,1.7574,19.6,3.0449,18.4,18.4,1.9565,1.9565,68.63,30.79,58.82,57.57,48.03,30.72,42.7,44.1,54.71
1963,1.9417,3.3486,26.8,2.5311,916.38,1010.23,444.7,452.03,21.72,3.3486,1010.23,444.7,109,150,2.0611,2.4273,1.7939,1.9285,2.5701,455.62,1.4011,18.53,2.6643,2.9582,1.7939,1010.23,444.7,452.03,0.9227,20.8,3.3486,26.8,26.8,2.5311,2.5311,34.85,78.3,48.47,48.72,64.73,30.68,39.29,42.84,68.63
1964,2.2524,3.4823,20.9,0.7585,871.22,1051.15,446.91,452.9,21.62,3.4823,1051.15,446.91,110,150,2.135,1.6238,2.0326,1.7464,0.992,447.24,1.7007,18.49,0.3773,1.6742,2.0326,1051.15,446.91,452.9,1.6599,20.95,3.4823,20.9,20.9,0.7585,0.7585,67.51,55.04,39.37,30.81,36.82,51.94,44.76,50.97,51.57
1965,1.7869,3.3472,48.7,2.7049,1288.83,1387.97,459.43,445.82,21.48,3.3472,1387.97,459.43,111,150,2.3961,1.6618,2.4496,2.3887,0.5164,454.51,2.527,18.55,2.8649,0.4855,2.4496,1387.97,459.43,445.82,1.5326,19.09,3.3472,48.7,48.7,2.7049,2.7049,70.81,46.27,78.07,62.95,67.42,41.4,68.65,69.57,49.06
1966,1.8348,2.9056,18.9,0.6294,938.57,1436.67,443.15,454.47,19.4,2.9056,1436.67,443.15,112,150,2.1301,2.0889,2.1201,2.3638,0.5398,443.08,0.3402,19.05,2.1016,1.9037,2.1201,1436.67,443.15,454.47,2.7269,19.18,2.9056,18.9,18.9,0.6294,0.6294,43.19,39.95,35.61,77.42,75.23,62.75,68.11,71,43.62
1967,1.5001,3.4668,15.7,0.6362,894.65,1013.29,443.7,446.79,21.08,3.4668,1013.29,443.7,113,150,1.9047,1.9487,1.9281,2.3066,2.6938,441.6,2.51,19.19,1.1491,2.4024,1.9281,1013.29,443.7,446.79,0.3578,18.93,3.4668,15.7,15.7,0.6362,0.6362,73.97,37.19,65.13,68.73,39.61,56.41,34.04,45.8,33.19
1968,2.3492,3.192,24.6,2.5966,1104.35,1018.49,459.17,458.82,20.38,3.192,1018.49,459.17,114,150,2.4126,1.5851,1.7986,2.0301,0.1068,450.21,1.4964,18.31,0.492,1.153,1.7986,1018.49,459.17,458.82,0.6663,21.61,3.192,24.6,24.6,2.5966,2.5966,72.5,39.2,45.77,62.21,72.3,34.35,70.12,52.9,66.09
1969,2.1033,2.9296,33.3,2.6568,1341.43,875.39,451.25,454.17,21.69,2.9296,875.39,451.25,115,150,1.8802,2.4734,2.4764,2.0493,1.8676,457.56,0.4622,20.39,0.7656,2.5818,2.4764,875.39,451.25,454.17,0.4807,19.73,2.9296,33.3,33.3,2.6568,2.6568,63.81,59.42,77.38,32.79,48.16,67.64,40.47,66.17,71.92
1970,2.2653,3.2123,23,2.7119,887.85,975.98,447.54,448,21.52,3.2123,975.98,447.54,116,150,1.7254,2.068,1.822,2.2583,2.3331,452.05,1.8201,20.43,2.9001,2.0918,1.822,975.98,447.54,448,1.8133,19.92,3.2123,23,23,2.7119,2.7119,53.97,79.45,66.6,42.03,34.25,77.21,40.12,71.43,55.02
1971,1.8262,3.1702,17.4,2.0722,1386.32,1004.81,449.8,446.61,20.29,3.1702,1004.81,449.8,117,150,1.7789,2.1221,2.1986,1.5037,1.7213,442.51,1.2466,20.13,0.1111,1.0992,2.1986,1004.81,449.8,446.61,0.4564,19.34,3.1702,17.4,17.4,2.0722,2.0722,50.64,41.7,38.09,51.78,54.22,59.39,48.28,36.81,64.7
1972,2.161,3.2114,35.5,0.6609,1433.21,1346.73,454.33,454.8,18.88,3.2114,1346.73,454.33,118,150,1.634,1.943,1.6838,2.0633,2.7025,443.75,0.4566,19.66,0.9016,2.2207,1.6838,1346.73,454.33,454.8,2.2543,19.29,3.2114,35.5,35.5,0.6609,0.6609,47.4,43.59,46.17,38.02,63.46,59.94,35.82,47.94,72.11
1973,2.2541,3.2877,33.3,1.363,1330.59,1213.06,453.76,442.33,21.31,3.2877,1213.06,453.76,119,150,2.0178,1.5127,1.9625,2.4724,1.6458,450.02,1.0903,21.17,2.2217,0.0385,1.9625,1213.06,453.76,442.33,1.2187,20.25,3.2877,33.3,33.3,1.363,1.363,40.37,56.17,66.89,52.88,31.77,43.66,69.23,55.22,60.96
1974,2.4811,3.3879,39.1,0.3577,1498,1328.91,447.97,450.53,18.47,3.3879,1328.91,447.97,120,150,2.1686,1.5726,2.038,1.8309,0.5398,456.41,0.6864,20.48,0.6717,1.1213,2.038,1328.91,447.97,450.53,0.4041,20.38,3.3879,39.1,39.1,0.3577,0.3577,46.78,52.55,72.09,56.58,42.85,60.73,60,54.72,33.59
1975,1.8798,3.0056,13.7,1.001,1223.7,1212.44,458.05,455.97,18.15,3.0056,1212.44,458.05,121,150,2.482,2.1771,1.995,2.094,2.9197,459.96,2.2415,18.46,0.3099,1.0962,1.995,1212.44,458.05,455.97,1.3528,19.84,3.0056,13.7,13.7,1.001,1.001,76.91,51.92,55.83,54.85,57.83,58.66,67.42,55.88,64.34
1976,2.2705,2.8109,14.1,2.2832,1145.81,1309.59,455.95,447.36,20.54,2.8109,1309.59,455.95,122,150,1.5646,1.9484,1.8569,2.4907,2.6206,441.81,0.4421,20.06,2.234,0.6155,1.8569,1309.59,455.95,447.36,0.5453,21.91,2.8109,14.1,14.1,2.2832,2.2832,33.32,47.93,61.49,57.6,71.24,42.32,37.46,58.39,57.85
1977,2.369,3.2249,15.8,2.1892,869.55,1244.52,457.78,447.87,19.97,3.2249,1244.52,457.78,123,150,1.7243,1.913,1.5552,2.208,0.1881,441.65,2.9359,19.64,0.8925,1.743,1.5552,1244.52,457.78,447.87,2.8043,21,3.2249,15.8,15.8,2.1892,2.1892,36.71,62.84,55.15,50.12,70.64,78.65,49.29,30.38,50.47
